"","X","IDp","IDf","IDm","sex","byear","dyear","cregcode","sregcode","lifespan","afr","lrs","bcohort.20","bcohort.10","predicted_lifespan","is.dyear.known","dyear.predicted","migrantstatus","afr_5thp","afr_median","arryear","depyear","presence_duration"
"2905",23529,"P0000026694","P0000025968","P0000026684","F",1869,NA,"GL03","GL13",NA,19.1660970608339,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"no:dyear_missing",1911.3021189337,"emigrant",19.1501025290499,24.2802460697198,1869,1888,19
"2906",23530,"P0000026694","P0000025968","P0000026684","F",1869,NA,"GL03","GL03",NA,19.1660970608339,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"no:dyear_missing",1911.3021189337,"resident_returned",19.1501025290499,24.2802460697198,1888,1911,23
"2907",23531,"P0000026696","P0000025968","P0000026684","M",1873,NA,"GL03",NA,NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"no:dyear_missing",1919.12166780588,"emigrant_assumed_to_outside_glarus",21.6992481203008,27.5434039644566,1873,1895,22
"2908",23532,"P0000026697","P0000025968","P0000026684","M",1875,1960,"GL03","GL03",84.7792207792208,21.2604237867396,8,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"yes",1960,"resident_married",21.6992481203008,27.5434039644566,1875,1960,85
"2909",23533,"P0000026698","P0000048575",NA,"F",1834,1911,"GL02","GL03",77.07997265892,19.5844155844156,9,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"yes",1911,"immigrant",18.8716336295284,24.0328092959672,1854,1911,57
"2910",23534,"P0000026699","P0000026189","P0000026698","F",1854,NA,"GL03","GL03",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",38.107997265892,"no:dyear_missing",1892.10799726589,"resident_married",19.298017771702,23.6418318523582,1854,1892,38
"2911",23535,"P0000026700","P0000026189","P0000026698","F",1861,1861,"GL03",NA,0.0300751879699248,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1861,"died_in_childhood",19.298017771702,23.6418318523582,1861,1861,0
"2912",23536,"P0000026701","P0000026189","P0000026698","M",1863,1863,"GL03",NA,0.456596035543404,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1863,"died_in_childhood",21.3771701982228,26.6302118933697,1863,1863,0
"2913",23537,"P0000026702","P0000026189","P0000026698","F",1864,NA,"GL03","GL03",NA,26.4552289815448,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1900.66848940533,"resident_married",19.298017771702,23.6418318523582,1864,1901,37
"2914",23538,"P0000026703","P0000026189","P0000026698","M",1868,1941,"GL03",NA,73.0936431989064,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1941,"resident_assumed_unmarried",21.3771701982228,26.6302118933697,1868,1941,73
"2915",23539,"P0000026704","P0000026189","P0000026698","M",1870,1870,"GL03",NA,0.0109364319890636,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"yes",1870,"died_in_childhood",21.6992481203008,27.5434039644566,1870,1870,0
"2916",23540,"P0000026705","P0000026189","P0000026698","M",1874,1876,"GL03",NA,2.84894053315106,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"yes",1876,"died_in_childhood",21.6992481203008,27.5434039644566,1874,1876,2
"2917",23541,"P0000026706","P0000026189","P0000026698","M",1875,1875,"GL03",NA,0.10663021189337,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"yes",1875,"died_in_childhood",21.6992481203008,27.5434039644566,1875,1875,0
"2918",23542,"P0000026707","P0000026189","P0000026698","F",1877,NA,"GL03",NA,NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"no:dyear_missing",1919.3021189337,"emigrant_assumed_to_outside_glarus",19.1501025290499,24.2802460697198,1877,1896,19
"2919",23543,"P0000026708",NA,"P0000026009","M",1850,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"no:dyear_missing",1898.30895420369,"emigrant_assumed_to_outside_glarus",21.3771701982228,26.6302118933697,1850,1871,21
"2920",23544,"P0000026709",NA,NA,"F",1831,NA,"GL05","GL03",NA,NA,NA,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"no:dyear_missing",1884.76896787423,"immigrant",18.8716336295284,24.0328092959672,1855,1885,30
"2921",23545,"P0000026710","P0000026122","P0000026247","M",1858,1881,"GL03",NA,22.704032809296,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"yes",1881,"resident_assumed_unmarried",21.3771701982228,26.6302118933697,1858,1881,23
"2922",23546,"P0000026711","P0000026122","P0000026247","F",1860,1924,"GL03","GL03",63.4914559125085,29.5338345864662,1,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1924,"resident_married",19.298017771702,23.6418318523582,1860,1924,64
"2923",23547,"P0000026712","P0000026122","P0000026247","M",1871,1938,"GL03","GL03",66.5427204374573,28.1120984278879,9,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"yes",1938,"resident_married",21.6992481203008,27.5434039644566,1871,1938,67
"2924",23548,"P0000026713",NA,NA,"F",1813,1898,NA,"GL03",85.4162679425837,43.4477101845523,1,"(1.81e+03,1.83e+03]","(1.81e+03,1.82e+03]",48.704032809296,"yes",1898,"immigrant",18.8727272727272,24.1913875598086,1856,1898,42
"2925",23549,"P0000026714","P0000026035","P0000026713","F",1856,NA,"GL03","GL03",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",38.107997265892,"no:dyear_missing",1894.10799726589,"resident_married",19.298017771702,23.6418318523582,1856,1894,38
"2926",23550,"P0000026715",NA,NA,"F",1830,1891,"GL01","GL03",59.958988380041,25.4354066985646,6,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"yes",1891,"immigrant",18.8716336295284,24.0328092959672,1856,1891,35
"2927",23551,"P0000026716",NA,NA,"F",1842,1928,NA,"GL03",85.2877648667122,NA,NA,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",54.0779220779221,"yes",1928,"immigrant",18.8716336295284,24.0328092959672,1866,1928,62
"2928",23552,"P0000026717","P0000026204","P0000026715","M",1856,1856,"GL03",NA,0.0191387559808612,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"yes",1856,"died_in_childhood",21.3771701982228,26.6302118933697,1856,1856,0
"2929",23554,"P0000026719","P0000026204","P0000026715","F",1857,1873,"GL03",NA,15.9371155160629,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",38.107997265892,"yes",1873,"died_in_childhood",19.298017771702,23.6418318523582,1857,1873,16
"2930",23555,"P0000026720","P0000026204","P0000026715","F",1859,1928,"GL03",NA,69.2740943267259,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1928,"resident_assumed_unmarried",19.298017771702,23.6418318523582,1859,1928,69
"2931",23556,"P0000026721","P0000026204","P0000026715","F",1861,1877,"GL03",NA,15.660970608339,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1877,"died_in_childhood",19.298017771702,23.6418318523582,1861,1877,16
"2932",23557,"P0000026722","P0000026204","P0000026715","M",1863,1877,"GL03",NA,13.9767600820232,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1877,"died_in_childhood",21.3771701982228,26.6302118933697,1863,1877,14
"2933",23558,"P0000026723","P0000026204","P0000026715","F",1865,1959,"GL03",NA,94.282980177717,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1959,"resident_assumed_unmarried",19.298017771702,23.6418318523582,1865,1959,94
"2934",23559,"P0000026724",NA,NA,"F",1824,1885,NA,"GL03",61.3041695146958,31.5625427204375,3,"(1.81e+03,1.83e+03]","(1.82e+03,1.83e+03]",51.228981544771,"yes",1885,"immigrant",18.8727272727272,24.1913875598086,1855,1885,30
"2935",23561,"P0000026727","P0000026141","P0000026724","F",1855,NA,"GL03","GL07",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",38.107997265892,"no:dyear_missing",1893.10799726589,"emigrant",19.298017771702,23.6418318523582,1855,1879,24
"2936",23562,"P0000026728","P0000026141","P0000026724","M",1857,1926,"GL03","GL03",68.6725905673274,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"yes",1926,"resident_married",21.3771701982228,26.6302118933697,1857,1926,69
"2937",23563,"P0000026729","P0000026141","P0000026724","M",1862,1863,"GL03",NA,0.527682843472317,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1863,"died_in_childhood",21.3771701982228,26.6302118933697,1862,1863,1
"2938",23564,"P0000026730","P0000033053","P0000033309","F",1829,1872,"GL03","GL03",42.447026657553,26.5509227614491,6,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"yes",1872,"resident_married",18.8716336295284,24.0328092959672,1829,1872,43
"2939",23565,"P0000026731","P0000033053","P0000033309","F",1841,1910,"GL03","GL03",68.6124401913876,33.2932330827068,1,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",54.0779220779221,"yes",1910,"resident_married",18.8716336295284,24.0328092959672,1841,1910,69
"2940",23566,"P0000026732","P0000026336","P0000026730","M",1856,1877,"GL03",NA,21.3479152426521,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"yes",1877,"died_in_childhood",21.3771701982228,26.6302118933697,1856,1877,21
"2941",23567,"P0000026733","P0000026336","P0000026730","M",1858,1931,"GL03","GL03",73.1155160628845,22.8298017771702,3,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"yes",1931,"resident_married",21.3771701982228,26.6302118933697,1858,1931,73
"2942",23568,"P0000026734","P0000026336","P0000026730","M",1863,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"no:dyear_missing",1894.37388926863,"emigrant_assumed_to_outside_glarus",21.3771701982228,26.6302118933697,1863,1884,21
"2943",23569,"P0000026735","P0000026336","P0000026730","F",1863,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1899.66848940533,"emigrant_assumed_to_outside_glarus",19.298017771702,23.6418318523582,1863,1882,19
"2944",23570,"P0000026736","P0000026336","P0000026730","F",1867,1871,"GL03",NA,4.02460697197539,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1871,"died_in_childhood",19.298017771702,23.6418318523582,1867,1871,4
"2945",23571,"P0000026737","P0000026336","P0000026730","F",1872,1873,"GL03",NA,1.71975393028025,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"yes",1873,"died_in_childhood",19.1501025290499,24.2802460697198,1872,1873,1
"2946",23572,"P0000026738","P0000026336","P0000026731","F",1874,1945,"GL03","GL03",70.8161312371839,19.7867395762133,2,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"yes",1945,"resident_married",19.1501025290499,24.2802460697198,1874,1945,71
"2947",23573,"P0000026739","P0000031651","P0000026477","F",1862,1912,"GL03","GL03",50.7395762132604,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1912,"resident_married",19.298017771702,23.6418318523582,1862,1912,50
"2948",23574,"P0000026740","P0000026335","P0000026281","M",1856,1938,"GL03","GL03",82.4415584415584,29.7607655502392,3,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"yes",1938,"resident_married",21.3771701982228,26.6302118933697,1856,1938,82
"2949",23575,"P0000026741","P0000026335","P0000026281","M",1858,1932,"GL03","GL03",74.8188653451811,27.9316473000684,12,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"yes",1932,"resident_married",21.3771701982228,26.6302118933697,1858,1932,74
"2950",23576,"P0000026742","P0000026335","P0000026281","M",1859,1916,"GL03","GL03",57.038961038961,19.568010936432,4,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1916,"resident_married",21.3771701982228,26.6302118933697,1859,1916,57
"2951",23577,"P0000026743","P0000034706","P0000033214","F",1835,1912,"GL03","GL03",76.8174982911825,20.9651401230349,5,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"yes",1912,"resident_married",18.8716336295284,24.0328092959672,1835,1912,77
"2952",23579,"P0000026745","P0000026155","P0000026743","F",1856,NA,"GL03","GL03",NA,22.7341079972659,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",38.107997265892,"no:dyear_missing",1894.10799726589,"resident_married",19.298017771702,23.6418318523582,1856,1894,38
"2953",23580,"P0000026746","P0000026155","P0000026743","M",1861,1862,"GL03",NA,1.36978810663021,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1862,"died_in_childhood",21.3771701982228,26.6302118933697,1861,1862,1
"2954",23581,"P0000026747","P0000026155","P0000026743","M",1863,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"no:dyear_missing",1894.37388926863,"emigrant_assumed_to_outside_glarus",21.3771701982228,26.6302118933697,1863,1884,21
"2955",23582,"P0000026748","P0000026155","P0000026743","F",1867,NA,"GL03","GL03",NA,26.19002050581,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1903.66848940533,"resident_married",19.298017771702,23.6418318523582,1867,1904,37
"2956",23583,"P0000026749",NA,NA,"F",1832,1861,"GL11","GL03",29.6185919343814,26.3595352016405,4,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"yes",1861,"immigrant",18.8716336295284,24.0328092959672,1858,1861,3
"2957",23584,"P0000026750",NA,NA,"F",1840,NA,"GL11","GL03",NA,22.2447026657553,NA,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",54.0779220779221,"no:dyear_missing",1894.07792207792,"immigrant",18.8716336295284,24.0328092959672,1862,1894,32
"2958",23585,"P0000026751","P0000026253","P0000026749","F",1858,1859,"GL03",NA,0.571428571428571,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",38.107997265892,"yes",1859,"died_in_childhood",19.298017771702,23.6418318523582,1858,1859,1
"2959",23586,"P0000026752","P0000026253","P0000026749","M",1860,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"no:dyear_missing",1891.37388926863,"emigrant_assumed_to_outside_glarus",21.3771701982228,26.6302118933697,1860,1881,21
"2960",23587,"P0000026753","P0000026253","P0000026750","M",1862,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"no:dyear_missing",1893.37388926863,"emigrant_assumed_to_outside_glarus",21.3771701982228,26.6302118933697,1862,1883,21
"2961",23588,"P0000026754","P0000026253","P0000026749","F",1864,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1900.66848940533,"emigrant_assumed_to_outside_glarus",19.298017771702,23.6418318523582,1864,1883,19
"2962",23589,"P0000026755","P0000026253","P0000026749","M",1865,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"no:dyear_missing",1896.37388926863,"emigrant_assumed_to_outside_glarus",21.3771701982228,26.6302118933697,1865,1886,21
"2963",23590,"P0000026756",NA,NA,"F",1832,1866,"GL05","GL03",33.8701298701299,NA,NA,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"yes",1866,"immigrant",18.8716336295284,24.0328092959672,1856,1866,10
"2964",23592,"P0000026757",NA,NA,"F",1845,1899,"GL05","GL03",53.9248120300752,NA,NA,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",54.0779220779221,"yes",1899,"immigrant",18.8716336295284,24.0328092959672,1869,1899,30
"2965",23593,"P0000026759","P0000031428","P0000031605","F",1835,NA,"GL03","GL03",NA,21.1401230348599,NA,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"no:dyear_missing",1888.76896787423,"resident_married",18.8716336295284,24.0328092959672,1835,1889,54
"2966",23594,"P0000026760","P0000026177","P0000026759","M",1856,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"no:dyear_missing",1904.30895420369,"emigrant_assumed_to_outside_glarus",21.3771701982228,26.6302118933697,1856,1877,21
"2967",23595,"P0000026761","P0000026177","P0000026759","F",1858,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",38.107997265892,"no:dyear_missing",1896.10799726589,"emigrant_assumed_to_outside_glarus",19.298017771702,23.6418318523582,1858,1877,19
"2968",23596,"P0000026762","P0000026177","P0000026759","M",1860,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"no:dyear_missing",1891.37388926863,"emigrant_assumed_to_outside_glarus",21.3771701982228,26.6302118933697,1860,1881,21
"2969",23597,"P0000026763","P0000026177","P0000026759","F",1863,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1899.66848940533,"emigrant_assumed_to_outside_glarus",19.298017771702,23.6418318523582,1863,1882,19
"2970",23598,"P0000026764","P0000026177","P0000026759","M",1866,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"no:dyear_missing",1897.37388926863,"emigrant_assumed_to_outside_glarus",21.3771701982228,26.6302118933697,1866,1887,21
"2971",23599,"P0000026765","P0000026177","P0000026759","F",1868,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1904.66848940533,"emigrant_assumed_to_outside_glarus",19.298017771702,23.6418318523582,1868,1887,19
"2972",23600,"P0000026766","P0000026024","P0000026297","M",1858,1871,"GL03",NA,12.7163362952837,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"yes",1871,"died_in_childhood",21.3771701982228,26.6302118933697,1858,1871,13
"2973",23601,"P0000026767","P0000026024","P0000026297","M",1860,1871,"GL03",NA,10.704032809296,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1871,"died_in_childhood",21.3771701982228,26.6302118933697,1860,1871,11
"2974",23602,"P0000026768","P0000026024","P0000026297","F",1862,1899,"GL03","GL03",37.6678058783322,26.0779220779221,7,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1899,"resident_married",19.298017771702,23.6418318523582,1862,1899,37
"2975",23603,"P0000026769","P0000026024","P0000026297","F",1863,1871,"GL03",NA,7.55434039644566,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1871,"died_in_childhood",19.298017771702,23.6418318523582,1863,1871,8
"2976",23604,"P0000026770","P0000026024","P0000026297","F",1864,NA,"GL03","GL03",NA,20.8448393711552,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1900.66848940533,"resident_married",19.298017771702,23.6418318523582,1864,1901,37
"2977",23605,"P0000026771","P0000026024","P0000026297","F",1867,1948,"GL03","GL03",81.5584415584416,22.488038277512,1,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1948,"resident_married",19.298017771702,23.6418318523582,1867,1948,81
"2978",23606,"P0000026772","P0000026024","P0000026297","F",1868,1869,"GL03",NA,0.527682843472317,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1869,"died_in_childhood",19.298017771702,23.6418318523582,1868,1869,1
"2979",23607,"P0000026773","P0000026024","P0000026297","M",1870,1938,"GL03","GL03",67.7293233082707,27.5434039644566,9,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"yes",1938,"resident_married",21.6992481203008,27.5434039644566,1870,1938,68
"2980",23608,"P0000026774","P0000026024","P0000026297","M",1872,1930,"GL03","GL03",57.1674641148325,30.9118250170882,9,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"yes",1930,"resident_married",21.6992481203008,27.5434039644566,1872,1930,58
"2981",23609,"P0000026775","P0000026024","P0000026297","F",1875,1948,"GL03","GL03",72.298017771702,23.2617908407382,2,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"yes",1948,"resident_married",19.1501025290499,24.2802460697198,1875,1948,73
"2982",23610,"P0000026776","P0000026024","P0000026297","F",1877,1895,"GL03",NA,18.0451127819549,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"yes",1895,"died_in_childhood",19.1501025290499,24.2802460697198,1877,1895,18
"2983",23611,"P0000026777","P0000029201","P0000029317","F",1828,1908,"GL03","GL03",80.3280929596719,33.3943950786056,3,"(1.81e+03,1.83e+03]","(1.82e+03,1.83e+03]",51.228981544771,"yes",1908,"resident_married",18.8727272727272,24.1913875598086,1828,1908,80
"2984",23612,"P0000026778","P0000026019","P0000026777","F",1861,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1897.66848940533,"emigrant_assumed_to_outside_glarus",19.298017771702,23.6418318523582,1861,1880,19
"2985",23613,"P0000026779","P0000026019","P0000026777","F",1863,1863,"GL03",NA,0.0382775119617225,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1863,"died_in_childhood",19.298017771702,23.6418318523582,1863,1863,0
"2986",23614,"P0000026780","P0000026019","P0000026777","M",1865,1949,"GL03","GL03",84.0874914559125,23.8879015721121,4,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1949,"resident_married",21.3771701982228,26.6302118933697,1865,1949,84
"2987",23615,"P0000026781",NA,NA,"F",1836,NA,"GL15","GL03",NA,NA,NA,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"no:dyear_missing",1889.76896787423,"immigrant",18.8716336295284,24.0328092959672,1858,1890,32
"2988",23616,"P0000026782","P0000026199","P0000026781","M",1858,1859,"GL03",NA,0.626110731373889,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"yes",1859,"died_in_childhood",21.3771701982228,26.6302118933697,1858,1859,1
"2989",23617,"P0000026783","P0000026199","P0000026781","M",1859,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"no:dyear_missing",1890.37388926863,"emigrant_assumed_to_outside_glarus",21.3771701982228,26.6302118933697,1859,1880,21
"2990",23618,"P0000026784","P0000026199","P0000026781","M",1860,1900,"GL03",NA,40.298017771702,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1900,"resident_assumed_unmarried",21.3771701982228,26.6302118933697,1860,1900,40
"2991",23619,"P0000026785","P0000026199","P0000026781","F",1861,1861,"GL03",NA,0.183185235816815,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1861,"died_in_childhood",19.298017771702,23.6418318523582,1861,1861,0
"2992",23621,"P0000026787","P0000037881","P0000038203","F",1840,1922,"GL03","GL03",81.6404647983595,19.5871496924129,3,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",54.0779220779221,"yes",1922,"resident_married",18.8716336295284,24.0328092959672,1840,1922,82
"2993",23622,"P0000026788","P0000026214","P0000026787","M",1860,1861,"GL03",NA,0.992481203007519,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1861,"died_in_childhood",21.3771701982228,26.6302118933697,1860,1861,1
"2994",23623,"P0000026789","P0000026214","P0000026787","M",1861,1917,"GL03","GL03",55.8824333561176,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1917,"resident_married",21.3771701982228,26.6302118933697,1861,1917,56
"2995",23624,"P0000026790","P0000026214","P0000026787","M",1866,1866,"GL03",NA,0.281613123718387,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1866,"died_in_childhood",21.3771701982228,26.6302118933697,1866,1866,0
"2996",23625,"P0000026791","P0000025969","P0000026296","F",1860,NA,"GL03","GL17",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1896.66848940533,"emigrant",19.298017771702,23.6418318523582,1860,1884,24
"2997",23626,"P0000026792","P0000025969","P0000026296","M",1862,1864,"GL03",NA,1.82638414217362,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1864,"died_in_childhood",21.3771701982228,26.6302118933697,1862,1864,2
"2998",23627,"P0000026793","P0000025969","P0000026296","F",1864,NA,"GL03","GL17",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1900.66848940533,"emigrant",19.298017771702,23.6418318523582,1864,1888,24
"2999",23628,"P0000026794","P0000025969","P0000026296","F",1865,NA,"GL03","GL17",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1901.66848940533,"emigrant",19.298017771702,23.6418318523582,1865,1889,24
"3000",23629,"P0000026795","P0000025969","P0000026296","F",1867,NA,"GL03","GL01",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1903.66848940533,"emigrant",19.298017771702,23.6418318523582,1867,1891,24
"3001",23630,"P0000026796","P0000025969","P0000026296","F",1868,NA,"GL03","GL15",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1904.66848940533,"emigrant",19.298017771702,23.6418318523582,1868,1892,24
"3002",23631,"P0000026797","P0000026396","P0000026265","M",1862,1862,"GL03",NA,0.00273410799726589,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1862,"died_in_childhood",21.3771701982228,26.6302118933697,1862,1862,0
