"","X","IDp","IDf","IDm","sex","byear","dyear","cregcode","sregcode","lifespan","afr","lrs","bcohort.20","bcohort.10","predicted_lifespan","is.dyear.known","dyear.predicted","migrantstatus","afr_5thp","afr_median","arryear","depyear","presence_duration"
"100",11339,"P0000013829","P0000013824","P0000013826","M",1950,NA,"GL03","GL03",NA,NA,NA,"(1.95e+03,1.97e+03]","(1.95e+03,1.96e+03]",13.038961038961,"no:incomplete_lifespan",2011,"resident_married",21.0750512645249,26.755980861244,1950,2011,61
"101",11340,"P0000013830","P0000027348","P0000028048","F",1926,NA,"GL03","GL03",NA,28.1695146958305,NA,"(1.91e+03,1.93e+03]","(1.92e+03,1.93e+03]",67.4996582365003,"no:incomplete_lifespan",2011,"resident_married",19.74996582365,25.5174299384826,1926,2011,85
"102",11341,"P0000013831","P0000013825","P0000013830","M",1955,NA,"GL03",NA,NA,NA,NA,"(1.95e+03,1.97e+03]","(1.95e+03,1.96e+03]",13.038961038961,"no:incomplete_lifespan",2011,"incomplete_life_history",21.0750512645249,26.755980861244,1955,2011,56
"103",11342,"P0000013832",NA,NA,"F",1951,NA,NA,"GL03",NA,NA,NA,"(1.95e+03,1.97e+03]","(1.95e+03,1.96e+03]",13.9084073820916,"no:incomplete_lifespan",2011,"immigrant",18.8004101161996,24.298017771702,1975,2011,36
"104",11343,"P0000013833","P0000027461","P0000029904","F",1951,NA,"GL03","GL03",NA,23.7949419002051,NA,"(1.95e+03,1.97e+03]","(1.95e+03,1.96e+03]",13.9084073820916,"no:incomplete_lifespan",2011,"resident_married",18.8004101161996,24.298017771702,1951,2011,60
"105",11344,"P0000013834","P0000013828","P0000013833","F",1974,2002,"GL03",NA,27.1059466848941,NA,NA,"(1.97e+03,1.99e+03]","(1.97e+03,1.98e+03]",17.285030758715,"yes",2002,"incomplete_life_history",18.8004101161996,24.298017771702,1974,2002,28
"106",11345,"P0000013835","P0000013828","P0000013833","F",1977,NA,"GL03",NA,NA,NA,NA,"(1.97e+03,1.99e+03]","(1.97e+03,1.98e+03]",17.285030758715,"no:incomplete_lifespan",2011,"incomplete_life_history",18.8004101161996,24.298017771702,1977,2011,34
"107",11346,"P0000013836","P0000013828","P0000013833","F",1980,NA,"GL03",NA,NA,NA,NA,"(1.97e+03,1.99e+03]","(1.98e+03,1.99e+03]",15.0813397129187,"no:incomplete_lifespan",2011,"incomplete_life_history",18.8004101161996,24.298017771702,1980,2011,31
"108",11348,"P0000013838","P0000030928","P0000030960","F",1609,1679,"GL03","GL03",69.6596035543404,31.1934381408066,3,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",71.7539302802461,"yes",1679,"resident_married",19.7528366370471,23.8168147641832,1609,1679,70
"109",11350,"P0000013839","P0000013837","P0000013838","F",1648,NA,"GL03",NA,NA,NA,NA,"(1.63e+03,1.65e+03]","(1.64e+03,1.65e+03]",62.0451127819549,"no:dyear_missing",1710.04511278195,"emigrant_assumed_to_outside_glarus",20.0109364319891,26.4224196855776,1648,1668,20
"110",11351,"P0000013840",NA,NA,"M",1905,NA,NA,"GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",68.3034859876965,"no:dyear_missing",1973.3034859877,"immigrant",21.9220779220779,27.9234449760766,1933,1973,40
"111",11352,"P0000013841","P0000034013","P0000034300","F",1906,1984,"GL03","GL03",78.0943267259057,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",76.0136705399863,"yes",1984,"resident_married",19.3837320574163,24.6534518113465,1906,1984,78
"112",11353,"P0000013842",NA,NA,"M",1854,NA,NA,"GL03",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"no:dyear_missing",1902.30895420369,"immigrant",21.3771701982228,26.6302118933697,1881,1902,21
"113",11354,"P0000013843","P0000034860","P0000033301","F",1857,NA,"GL03","GL03",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",38.107997265892,"no:dyear_missing",1895.10799726589,"resident_married",19.298017771702,23.6418318523582,1857,1895,38
"114",11355,"P0000013845",NA,NA,"F",1900,1956,NA,"GL03",55.9671907040328,29.0416951469583,3,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",76.0136705399863,"yes",1956,"immigrant",19.3837320574163,24.6534518113465,1929,1956,27
"115",11356,"P0000013846","P0000029322","P0000013845","M",1929,NA,"GL03",NA,NA,NA,NA,"(1.93e+03,1.95e+03]","(1.93e+03,1.94e+03]",58.107997265892,"no:incomplete_lifespan",2011,"emigrant_assumed_to_outside_glarus",21.4307587149693,26.755980861244,1929,1950,21
"116",11357,"P0000013847","P0000029322","P0000013845","M",1931,NA,"GL03",NA,NA,NA,NA,"(1.93e+03,1.95e+03]","(1.93e+03,1.94e+03]",58.107997265892,"no:incomplete_lifespan",2011,"emigrant_assumed_to_outside_glarus",21.4307587149693,26.755980861244,1931,1952,21
"117",11358,"P0000013848","P0000029322","P0000013845","F",1934,NA,"GL03","GL03",NA,24.7874231032126,NA,"(1.93e+03,1.95e+03]","(1.93e+03,1.94e+03]",61.0143540669856,"no:incomplete_lifespan",2011,"resident_married",19.23991797676,24.298017771702,1934,2011,77
"118",11359,"P0000013849",NA,"P0000013848","F",1959,NA,"GL03",NA,NA,NA,NA,"(1.95e+03,1.97e+03]","(1.96e+03,1.97e+03]",6.62200956937801,"no:incomplete_lifespan",2011,"incomplete_life_history",18.8004101161996,24.298017771702,1959,2011,52
"119",11360,"P0000013850",NA,NA,"M",1899,NA,NA,"GL03",NA,26.5536568694463,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",68.3034859876965,"no:dyear_missing",1967.3034859877,"immigrant",21.9220779220779,27.9234449760766,1926,1967,41
"120",11361,"P0000013851","P0000026546","P0000027098","F",1903,NA,"GL03","GL03",NA,22.9501025290499,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",76.0136705399863,"no:dyear_missing",1979.01367053999,"resident_married",19.3837320574163,24.6534518113465,1903,1979,76
"121",11362,"P0000013852","P0000013850","P0000013851","M",1926,NA,"GL03","GL03",NA,NA,NA,"(1.91e+03,1.93e+03]","(1.92e+03,1.93e+03]",65.9548872180451,"no:dyear_missing",1991.95488721805,"resident_married",22.4948735475052,28.8557758031442,1926,1992,66
"122",11363,"P0000013853","P0000013850","P0000013851","F",1938,NA,"GL03",NA,NA,NA,NA,"(1.93e+03,1.95e+03]","(1.93e+03,1.94e+03]",61.0143540669856,"no:incomplete_lifespan",2011,"emigrant_assumed_to_outside_glarus",19.23991797676,24.298017771702,1938,1957,19
"123",11364,"P0000013854",NA,NA,"F",1930,NA,NA,"GL03",NA,NA,NA,"(1.93e+03,1.95e+03]","(1.93e+03,1.94e+03]",61.0143540669856,"no:incomplete_lifespan",2011,"immigrant",19.23991797676,24.298017771702,1954,2011,57
"124",11365,"P0000013856",NA,NA,"M",1892,NA,NA,"GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",60.257006151743,"no:dyear_missing",1952.25700615174,"immigrant",21.9220779220779,27.9234449760766,1920,1952,32
"125",11366,"P0000013857","P0000040067","P0000026770","F",1893,NA,"GL03","GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",64.0437457279562,"no:dyear_missing",1957.04374572796,"resident_married",19.3837320574163,24.6534518113465,1893,1957,64
"126",11370,"P0000013861","P0000013858","P0000013859","F",1618,NA,"GL03",NA,NA,NA,NA,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",71.7539302802461,"no:dyear_missing",1689.75393028025,"emigrant_assumed_to_outside_glarus",19.7528366370471,23.8168147641832,1618,1638,20
"127",11371,"P0000013862","P0000013858","P0000013859","M",1620,NA,"GL03",NA,NA,NA,NA,"(1.61e+03,1.63e+03]","(1.62e+03,1.63e+03]",55.2426520847574,"no:dyear_missing",1675.24265208476,"emigrant_assumed_to_outside_glarus",21.708954203691,27.5816814764183,1620,1642,22
"128",11377,"P0000013868","P0000013864","P0000013865","F",1595,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",82.066985645933,"no:dyear_missing",1677.06698564593,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1595,1616,21
"129",11378,"P0000013869","P0000013864","P0000013865","M",1599,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",58.7341079972659,"no:dyear_missing",1657.73410799727,"emigrant_assumed_to_outside_glarus",20.0524948735475,28.257006151743,1599,1619,20
"130",11381,"P0000013872","P0000013870","P0000013871","M",1595,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",70.3732057416268,"no:dyear_missing",1665.37320574163,"emigrant_assumed_to_outside_glarus",20.0524948735475,28.257006151743,1595,1615,20
"131",11382,"P0000013874","P0000013870","P0000013871","F",1596,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",82.066985645933,"no:dyear_missing",1678.06698564593,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1596,1617,21
"132",11383,"P0000013875","P0000013870","P0000013871","F",1603,1624,"GL03",NA,21.2631578947368,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"yes",1624,"died_in_childhood",21.4009569377991,25.2973342447027,1603,1624,21
"133",11386,"P0000013878","P0000013876","P0000013877","F",1595,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",82.066985645933,"no:dyear_missing",1677.06698564593,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1595,1616,21
"134",11387,"P0000013879","P0000013876","P0000013877","F",1597,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",82.066985645933,"no:dyear_missing",1679.06698564593,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1597,1618,21
"135",11388,"P0000013880","P0000013876","P0000013877","M",1598,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",70.3732057416268,"no:dyear_missing",1668.37320574163,"emigrant_assumed_to_outside_glarus",20.0524948735475,28.257006151743,1598,1618,20
"136",11389,"P0000013881","P0000013876","P0000013877","F",1604,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"no:dyear_missing",1668.77648667122,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1604,1625,21
"137",11390,"P0000013882","P0000013876","P0000013877","F",1607,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"no:dyear_missing",1671.77648667122,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1607,1628,21
"138",11393,"P0000013885","P0000013883","P0000013884","M",1595,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",70.3732057416268,"no:dyear_missing",1665.37320574163,"emigrant_assumed_to_outside_glarus",20.0524948735475,28.257006151743,1595,1615,20
"139",11395,"P0000013888","P0000046908","P0000013887","F",1595,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",82.066985645933,"no:dyear_missing",1677.06698564593,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1595,1616,21
"140",11396,"P0000013889","P0000046908","P0000013887","F",1597,NA,"GL03","GL17",NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",82.066985645933,"no:dyear_missing",1679.06698564593,"emigrant",21.4009569377991,25.2973342447027,1597,1622,25
"141",11397,"P0000013890","P0000046908","P0000013887","F",1600,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"no:dyear_missing",1664.77648667122,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1600,1621,21
"142",11398,"P0000013891","P0000046908","P0000013887","F",1603,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"no:dyear_missing",1667.77648667122,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1603,1624,21
"143",11399,"P0000013892","P0000046908","P0000013887","M",1604,1629,"GL03",NA,24.6753246753247,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",58.7341079972659,"yes",1629,"resident_assumed_unmarried",20.0524948735475,28.257006151743,1604,1629,25
"144",11400,"P0000013893","P0000046908","P0000013887","M",1609,1671,"GL03","GL03",61.7088174982912,24.0328092959672,5,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",63.0868079289132,"yes",1671,"resident_married",21.708954203691,27.5816814764183,1609,1671,62
"145",11404,"P0000013897","P0000013894","P0000013895","F",1597,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",82.066985645933,"no:dyear_missing",1679.06698564593,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1597,1618,21
"146",11405,"P0000013898","P0000013894","P0000013895","M",1603,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",58.7341079972659,"no:dyear_missing",1661.73410799727,"emigrant_assumed_to_outside_glarus",20.0524948735475,28.257006151743,1603,1623,20
"147",11408,"P0000013901","P0000013899","P0000013900","M",1597,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",70.3732057416268,"no:dyear_missing",1667.37320574163,"emigrant_assumed_to_outside_glarus",20.0524948735475,28.257006151743,1597,1617,20
"148",11409,"P0000013902","P0000013899","P0000013900","F",1602,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"no:dyear_missing",1666.77648667122,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1602,1623,21
"149",11410,"P0000013903","P0000013899","P0000013900","M",1605,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",58.7341079972659,"no:dyear_missing",1663.73410799727,"emigrant_assumed_to_outside_glarus",20.0524948735475,28.257006151743,1605,1625,20
"150",11411,"P0000013904","P0000013899","P0000013900","F",1607,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"no:dyear_missing",1671.77648667122,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1607,1628,21
"151",11412,"P0000013905","P0000013899","P0000013900","F",1613,NA,"GL03",NA,NA,NA,NA,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",71.7539302802461,"no:dyear_missing",1684.75393028025,"emigrant_assumed_to_outside_glarus",19.7528366370471,23.8168147641832,1613,1633,20
"152",11413,"P0000013907",NA,NA,"M",1570,1628,"GL00","GL03",58.107997265892,NA,NA,"(1.57e+03,1.59e+03]","(1.57e+03,1.58e+03]",65.9111414900889,"yes",1628,"immigrant",20.0524948735475,26.1654135338346,1597,1628,31
"153",11416,"P0000013911","P0000013907","P0000013908","M",1597,1667,"GL03","GL03",69.8373205741627,33.6185919343814,4,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",70.3732057416268,"yes",1667,"resident_married",20.0524948735475,28.257006151743,1597,1667,70
"154",11417,"P0000013912","P0000013907","P0000013908","M",1603,1670,"GL03","GL03",67.742993848257,28.8038277511962,7,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",58.7341079972659,"yes",1670,"resident_married",20.0524948735475,28.257006151743,1603,1670,67
"155",11418,"P0000013913","P0000013907","P0000013908","M",1605,NA,"GL03","GL13",NA,35.5789473684211,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",58.7341079972659,"no:dyear_missing",1663.73410799727,"emigrant",20.0524948735475,28.257006151743,1605,1641,36
"156",11419,"P0000013914","P0000013907","P0000013908","M",1607,NA,"GL03","GL13",NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",58.7341079972659,"no:dyear_missing",1665.73410799727,"emigrant",20.0524948735475,28.257006151743,1607,1635,28
"157",11420,"P0000013915","P0000013907","P0000013908","M",1609,1696,"GL03","GL03",86.8872180451128,26.3349282296651,1,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",63.0868079289132,"yes",1696,"resident_married",21.708954203691,27.5816814764183,1609,1696,87
"158",11421,"P0000013916","P0000013907","P0000013908","M",1613,NA,"GL03","GL11",NA,NA,NA,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",63.0868079289132,"no:dyear_missing",1676.08680792891,"emigrant",21.708954203691,27.5816814764183,1613,1641,28
"159",11425,"P0000013920","P0000013917","P0000013918","F",1597,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",82.066985645933,"no:dyear_missing",1679.06698564593,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1597,1618,21
"160",11426,"P0000013921","P0000013917","P0000013918","M",1599,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",58.7341079972659,"no:dyear_missing",1657.73410799727,"emigrant_assumed_to_outside_glarus",20.0524948735475,28.257006151743,1599,1619,20
"161",11427,"P0000013922","P0000013917","P0000013918","M",1604,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",58.7341079972659,"no:dyear_missing",1662.73410799727,"emigrant_assumed_to_outside_glarus",20.0524948735475,28.257006151743,1604,1624,20
"162",11428,"P0000013923","P0000013917","P0000013918","M",1607,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",58.7341079972659,"no:dyear_missing",1665.73410799727,"emigrant_assumed_to_outside_glarus",20.0524948735475,28.257006151743,1607,1627,20
"163",11429,"P0000013924","P0000013917","P0000013918","M",1609,NA,"GL03",NA,NA,NA,NA,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",63.0868079289132,"no:dyear_missing",1672.08680792891,"emigrant_assumed_to_outside_glarus",21.708954203691,27.5816814764183,1609,1631,22
"164",11432,"P0000013927","P0000013925","P0000013926","M",1597,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",70.3732057416268,"no:dyear_missing",1667.37320574163,"emigrant_assumed_to_outside_glarus",20.0524948735475,28.257006151743,1597,1617,20
"165",11436,"P0000013931","P0000013928","P0000013929","F",1597,1629,"GL03","GL02",31.5543403964457,NA,NA,"(1.59e+03,1.61e+03]","(1.59e+03,1.6e+03]",82.066985645933,"yes",1629,"emigrant",21.4009569377991,25.2973342447027,1597,1622,25
"166",11437,"P0000013932","P0000013928","P0000013929","F",1604,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"no:dyear_missing",1668.77648667122,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1604,1625,21
"167",11438,"P0000013933","P0000013928","P0000013929","M",1605,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",58.7341079972659,"no:dyear_missing",1663.73410799727,"emigrant_assumed_to_outside_glarus",20.0524948735475,28.257006151743,1605,1625,20
"168",11439,"P0000013934","P0000013928","P0000013929","F",1608,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"no:dyear_missing",1672.77648667122,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1608,1629,21
"169",11440,"P0000013935","P0000013928","P0000013929","M",1608,1667,"GL03","GL03",58.7341079972659,40.3362952836637,4,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",58.7341079972659,"yes",1667,"resident_married",20.0524948735475,28.257006151743,1608,1667,59
"170",11441,"P0000013936","P0000013928","P0000013929","M",1616,1639,"GL03",NA,22.8489405331511,NA,NA,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",63.0868079289132,"yes",1639,"resident_assumed_unmarried",21.708954203691,27.5816814764183,1616,1639,23
"171",11442,"P0000013937","P0000013928","P0000013929","F",1624,NA,"GL03",NA,NA,NA,NA,"(1.61e+03,1.63e+03]","(1.62e+03,1.63e+03]",48.1613123718387,"no:dyear_missing",1672.16131237184,"emigrant_assumed_to_outside_glarus",19.7528366370471,23.8168147641832,1624,1644,20
"172",11446,"P0000013941","P0000013939","P0000013940","F",1604,1644,"GL03",NA,39.4559125085441,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"yes",1644,"resident_assumed_unmarried",21.4009569377991,25.2973342447027,1604,1644,40
"173",11447,"P0000013942","P0000013939","P0000013940","F",1606,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"no:dyear_missing",1670.77648667122,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1606,1627,21
"174",11448,"P0000013943","P0000013939","P0000013940","F",1608,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"no:dyear_missing",1672.77648667122,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1608,1629,21
"175",11449,"P0000013944","P0000013939","P0000013940","F",1610,1629,"GL03",NA,18.6466165413534,NA,NA,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",71.7539302802461,"yes",1629,"died_in_childhood",19.7528366370471,23.8168147641832,1610,1629,19
"176",11450,"P0000013945","P0000013939","P0000013940","M",1611,NA,"GL03",NA,NA,NA,NA,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",63.0868079289132,"no:dyear_missing",1674.08680792891,"emigrant_assumed_to_outside_glarus",21.708954203691,27.5816814764183,1611,1633,22
"177",11451,"P0000013946","P0000013939","P0000013940","F",1617,NA,"GL03",NA,NA,NA,NA,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",71.7539302802461,"no:dyear_missing",1688.75393028025,"emigrant_assumed_to_outside_glarus",19.7528366370471,23.8168147641832,1617,1637,20
"178",11452,"P0000013947","P0000013939","P0000013940","M",1619,NA,"GL03",NA,NA,NA,NA,"(1.61e+03,1.63e+03]","(1.62e+03,1.63e+03]",55.2426520847574,"no:dyear_missing",1674.24265208476,"emigrant_assumed_to_outside_glarus",21.708954203691,27.5816814764183,1619,1641,22
"179",11453,"P0000013948","P0000013939","P0000013940","F",1626,NA,"GL03",NA,NA,NA,NA,"(1.61e+03,1.63e+03]","(1.62e+03,1.63e+03]",48.1613123718387,"no:dyear_missing",1674.16131237184,"emigrant_assumed_to_outside_glarus",19.7528366370471,23.8168147641832,1626,1646,20
"180",11455,"P0000013950","P0000013938","P0000013949","F",1603,NA,"GL03",NA,NA,NA,NA,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"no:dyear_missing",1667.77648667122,"emigrant_assumed_to_outside_glarus",21.4009569377991,25.2973342447027,1603,1624,21
